
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S4; S8),2.22346,2.22219,164608,6.75515,4.04034,2.71481,-0.156273,100000
(S5; S6),2.50935,2.51075,210130,2.70915,1.84487,0.864285,0.634305,100000
(S5; S7),2.35074,2.3513,184290,2.67738,2.30132,0.376059,-0.138957,100000
(S5; S8),2.22397,2.2239,164862,5.57912,5.02209,0.557021,-0.359045,100000
(S6; S7),2.51308,2.51356,210603,4.97786,1.88048,3.09738,-1.45845,100000
(S6; S8),2.37617,2.376,188186,11.0357,7.66807,3.36768,-1.41627,100000
(S7; S8),2.76588,2.76479,254805,8.56953,7.90165,0.66788,0.0438808,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45009,2.45111,200267,5.17219,3.74359,1.4286,0.533122,100000
(S1; S3),2.19313,2.19332,160362,5.77786,5.67241,0.105446,-0.211555,100000
(S1; S4),2.25482,2.25545,169573,8.10822,4.37341,3.7348,-0.541592,100000
(S1; S5),2.07843,2.07925,144116,6.8971,4.42227,2.47483,0.204482,100000
(S1; S6),2.22828,2.22902,165623,6.49692,4.48744,2.00948,-0.64173,100000
(S1; S7),2.26406,2.26576,171126,6.26412,2.83788,3.42624,-0.594643,100000
(S1; S8),2.14225,2.14375,153193,4.13731,2.10547,2.03185,-0.633635,100000
(S2; S3),2.34509,2.34396,183144,5.14473,1.19279,3.95194,-0.829389,100000
(S2; S4),2.40981,2.4091,193461,3.6776,1.95214,1.72546,-1.10853,100000
(S2; S5),2.22381,2.22343,164792,4.32663,1.07437,3.25226,-1.79627,100000
(S2; S6),2.3804,2.37983,188790,5.57323,0.644831,4.9284,-1.90606,100000
(S2; S7),2.41753,2.41796,194889,8.93021,2.39656,6.53365,-1.9878,100000
(S2; S8),2.28709,2.28736,174407,4.98144,1.17443,3.80701,-0.901614,100000
(S3; S4),2.47465,2.47313,203882,5.19985,1.05926,4.14059,-0.316491,100000
(S3; S5),2.10347,2.10245,147351,6.25396,2.11706,4.1369,-0.669805,100000
(S3; S6),2.25321,2.25196,169053,11.2061,1.8705,9.33555,-1.1247,100000
(S3; S7),2.28626,2.28592,174189,13.1054,3.65383,9.45152,-0.808956,100000
(S3; S8),2.16281,2.16237,155869,11.5449,2.56571,8.97914,0.025132,100000
(S4; S5),2.16208,2.16142,155727,6.91254,3.92321,2.98933,-1.18921,100000
(S4; S6),2.31695,2.31609,178812,7.53595,3.87408,3.66187,-0.493243,100000
(S4; S7),2.3517,2.3518,184370,6.21663,3.51125,2.70538,-0.494294,100000
(S4; S8),2.22448,2.22445,164944,6.05651,2.6714,3.38511,0.499127,100000
(S5; S6),2.51409,2.51346,210583,1.65957,0.540162,1.11941,-0.482314,100000
(S5; S7),2.35136,2.35175,184360,3.76639,2.53207,1.23432,-0.206387,100000
(S5; S8),2.22758,2.22783,165444,6.09987,1.36891,4.73096,-0.111095,100000
(S6; S7),2.51661,2.51685,211156,4.64233,4.57064,0.0716864,-0.244204,100000
(S6; S8),2.38229,2.38239,189198,4.72997,2.29771,2.43226,0.289329,100000
(S7; S8),2.76823,2.76949,255670,5.14645,0.417965,4.72848,0.320729,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44785,2.44692,199587,6.89355,4.97325,1.92029,0.217166,100000
(S1; S3),2.20351,2.20254,161711,10.0561,1.66229,8.39381,2.22068,100000
(S1; S4),2.25586,2.25528,169550,10.1699,3.81903,6.35084,2.05182,100000
(S1; S5),2.07546,2.07531,143569,7.56925,4.13209,3.43715,0.975229,100000
(S1; S6),2.22877,2.22853,165551,6.15044,5.31907,0.831362,0.259496,100000
(S1; S7),2.25971,2.25928,170154,7.47717,4.57698,2.90019,-1.10293,100000
(S1; S8),2.13776,2.13729,152276,7.38023,5.26845,2.11178,-1.16721,100000
(S2; S3),2.34723,2.34661,183558,11.3691,1.53856,9.83052,2.2356,100000
(S2; S4),2.40841,2.40822,193324,11.8585,2.79965,9.05886,2.77468,100000
(S2; S5),2.21348,2.21371,163353,8.52832,1.14814,7.38019,2.18669,100000
(S2; S6),2.37782,2.37799,188496,3.3746,1.33033,2.04427,1.30441,100000
(S2; S7),2.4086,2.40856,193375,4.37848,0.73918,3.6393,-0.263269,100000
(S2; S8),2.28096,2.28085,173411,1.48925,0.439659,1.04959,-0.343113,100000
(S3; S4),2.48109,2.48075,205142,10.8313,6.70276,4.12851,-0.336985,100000
(S3; S5),2.1087,2.10878,148237,6.68171,2.73058,3.95112,-1.51252,100000
(S3; S6),2.2645,2.26453,170942,14.4061,3.62703,10.7791,-3.20885,100000
(S3; S7),2.29838,2.29821,176067,24.6871,2.89873,21.7884,-4.12906,100000
(S3; S8),2.17418,2.17395,157543,18.2413,2.52636,15.715,-3.61116,100000
(S4; S5),2.16574,2.16623,156423,2.74103,1.07895,1.66207,-0.956702,100000
(S4; S6),2.32209,2.32256,179811,5.14852,1.18897,3.95955,-1.92947,100000
(S4; S7),2.35458,2.35483,184846,16.4066,1.13711,15.2695,-3.66055,100000
(S4; S8),2.22842,2.22859,165561,14.3656,2.36883,11.9968,-3.286,100000
(S5; S6),2.51212,2.51308,210520,3.61404,0.0701116,3.54393,-1.70045,100000
(S5; S7),2.34843,2.34911,183950,11.5973,0.184625,11.4127,-3.16195,100000
(S5; S8),2.2246,2.22517,165053,9.7421,0.675666,9.06644,-2.84923,100000
(S6; S7),2.51977,2.52042,211753,6.15693,0.141951,6.01497,-2.00413,100000
(S6; S8),2.38477,2.38532,189661,3.93196,0.667793,3.26417,-1.71724,100000
(S7; S8),2.76796,2.76835,255459,1.85989,1.22373,0.636157,0.0625574,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44467,2.44286,198921,5.66218,1.83928,3.82289,1.77153,100000
(S1; S3),2.1853,2.18519,159174,11.6226,6.20078,5.42183,1.7376,100000
(S1; S4),2.2478,2.2463,168200,7.7161,3.54747,4.16863,1.54543,100000
(S1; S5),2.07592,2.07568,143619,5.34169,3.4009,1.94079,1.04139,100000
(S1; S6),2.22124,2.2206,164371,7.4404,2.4098,5.0306,1.23871,100000
(S1; S7),2.24779,2.24679,168273,9.91986,3.9108,6.00906,2.21289,100000
(S1; S8),2.12274,2.12199,150098,2.91366,1.49415,1.41951,0.82797,100000
(S2; S3),2.34255,2.34277,182959,11.3012,7.24092,4.06023,1.46281,100000
(S2; S4),2.40899,2.40774,193245,4.87773,3.65549,1.22223,0.957298,100000
(S2; S5),2.22562,2.22568,165124,3.57352,2.02453,1.54899,0.250349,100000
(S2; S6),2.38418,2.38383,189424,5.08323,1.81114,3.27209,1.23954,100000
(S2; S7),2.41465,2.41392,194239,10.587,4.4362,6.1508,2.32997,100000
(S2; S8),2.28188,2.28141,173496,3.65148,1.32102,2.33045,1.14313,100000
(S3; S4),2.47049,2.47091,203519,7.0531,3.26114,3.79196,-0.244639,100000
(S3; S5),2.10193,2.10346,147489,5.17561,2.94954,2.22607,-0.725725,100000
(S3; S6),2.25081,2.25204,169059,3.59194,2.14806,1.44388,-0.3499,100000
(S3; S7),2.28036,2.28125,173472,1.58694,0.965027,0.621909,0.465733,100000
(S3; S8),2.15392,2.15496,154797,2.96382,2.69443,0.269393,-0.494451,100000
(S4; S5),2.16159,2.16183,155787,7.84354,3.78397,4.05958,0.0829809,100000
(S4; S6),2.31327,2.31311,178353,3.71578,2.39037,1.32541,0.5375,100000
(S4; S7),2.34416,2.34363,183090,6.02731,0.353127,5.67419,1.69261,100000
(S4; S8),2.21337,2.21308,163261,5.79497,2.71318,3.08179,0.883645,100000
(S5; S6),2.51366,2.51488,210823,7.44063,0.712837,6.72779,1.27216,100000
(S5; S7),2.34379,2.34456,183238,12.2879,3.77463,8.5133,2.11578,100000
(S5; S8),2.21334,2.21428,163437,2.32852,0.601608,1.72691,1.09024,100000
(S6; S7),2.51277,2.51315,210534,3.52539,2.31445,1.21093,0.903519,100000
(S6; S8),2.3742,2.37479,187989,1.21121,0.182789,1.02842,0.168438,100000
(S7; S8),2.76062,2.76087,254082,11.3646,6.85632,4.5083,-1.70546,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45377,2.45454,200830,11.8635,3.32697,8.53649,0.674622,100000
(S1; S3),2.19706,2.19631,160793,1.43961,0.158347,1.28127,0.0537907,100000
(S1; S4),2.25636,2.25587,169638,2.03109,0.762541,1.26855,-0.467283,100000
(S1; S5),2.07997,2.07914,144096,1.41067,0.943882,0.466791,-0.0569448,100000
(S1; S6),2.22757,2.22816,165496,8.47051,7.53097,0.93954,-0.669627,100000
(S1; S7),2.25967,2.25957,170192,1.38664,0.628261,0.758383,0.165075,100000
(S1; S8),2.14159,2.14132,152846,0.685158,0.605486,0.0796723,0.130099,100000
(S2; S3),2.35209,2.35245,184471,6.2384,3.96998,2.26842,-0.682797,100000
(S2; S4),2.41495,2.41563,194513,4.68991,2.2156,2.47431,-0.721878,100000
(S2; S5),2.22808,2.2283,165515,9.336,3.5582,5.77779,-1.2362,100000
(S2; S6),2.38285,2.38466,189557,7.19415,3.66604,3.52811,-1.05421,100000
(S2; S7),2.41947,2.42057,195307,2.14318,1.16103,0.982151,0.191341,100000
(S2; S8),2.29125,2.2921,175127,5.76023,1.88616,3.87408,-0.254068,100000
(S3; S4),2.47712,2.47618,204384,3.41508,1.07317,2.34191,0.550624,100000
(S3; S5),2.10817,2.10699,147982,2.33362,0.911007,1.42261,-1.03261,100000
(S3; S6),2.25343,2.25367,169305,8.92141,8.30973,0.611679,-0.307551,100000
(S3; S7),2.28772,2.28725,174386,4.1489,1.10882,3.04008,0.466441,100000
(S3; S8),2.16425,2.16363,156046,1.77899,0.985132,0.793862,-0.445717,100000
(S4; S5),2.16114,2.1602,155552,1.26588,1.04121,0.224668,-0.292829,100000
(S4; S6),2.31176,2.31229,178227,6.62555,4.7638,1.86176,-0.409155,100000
(S4; S7),2.34807,2.34788,183755,1.36713,0.429609,0.937522,0.668637,100000
(S4; S8),2.22218,2.22182,164554,1.25611,0.83192,0.424188,0.0293534,100000
(S5; S6),2.51074,2.51087,210155,15.5357,14.0617,1.47397,1.02059,100000
(S5; S7),2.35081,2.3502,184116,3.90976,1.17633,2.73343,1.54107,100000
(S5; S8),2.2238,2.22304,164731,1.09032,0.423667,0.666652,0.604786,100000
(S6; S7),2.51689,2.51791,211333,8.4971,7.82123,0.675871,0.424064,100000
(S6; S8),2.3812,2.38198,189132,9.13449,8.8835,0.250984,0.121163,100000
(S7; S8),2.76151,2.76154,254204,2.70911,0.79487,1.91424,-0.857978,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45159,2.45229,200461,8.29572,2.79431,5.50142,1.60015,100000
(S1; S3),2.19946,2.19968,161292,6.42449,4.00792,2.41657,1.45618,100000
(S1; S4),2.25681,2.25764,169900,4.17346,1.72082,2.45264,0.34502,100000
(S1; S5),2.08288,2.0829,144620,7.33827,4.79671,2.54156,-0.965785,100000
(S1; S6),2.22859,2.22873,165577,3.18545,2.54275,0.642698,-0.538339,100000
(S1; S7),2.25852,2.25941,170167,2.09732,0.270499,1.82682,0.489784,100000
(S1; S8),2.13854,2.13919,152542,5.41404,0.962255,4.45178,1.16168,100000
(S2; S3),2.34781,2.34752,183698,4.54659,1.38544,3.16115,0.651422,100000
(S2; S4),2.40996,2.4103,193656,9.54255,2.96852,6.57403,0.798587,100000
(S2; S5),2.22867,2.22818,165495,3.2931,1.14197,2.15113,-0.980966,100000
(S2; S6),2.38425,2.38387,189430,4.24821,1.52651,2.7217,0.00824789,100000
(S2; S7),2.41323,2.41364,194190,2.21074,1.30462,0.906124,0.40286,100000
(S2; S8),2.28588,2.28604,174203,2.45148,0.248192,2.20328,1.25005,100000
(S3; S4),2.47636,2.47627,204399,5.52902,2.60082,2.9282,-0.513424,100000
(S3; S5),2.1092,2.10838,148179,5.12724,1.45786,3.66938,-1.41329,100000
(S3; S6),2.25648,2.25572,169611,3.27871,2.70105,0.577661,-0.743243,100000
(S3; S7),2.28377,2.28375,173853,4.00106,2.55022,1.45084,-0.517557,100000
(S3; S8),2.16293,2.1627,155913,3.69913,1.79085,1.90828,0.187131,100000
(S4; S5),2.16567,2.1654,156307,8.56563,5.0703,3.49533,-1.74616,100000
(S4; S6),2.31822,2.31804,179118,4.73382,4.33217,0.401641,0.371439,100000
(S4; S7),2.34564,2.34623,183496,3.43324,1.11675,2.31649,0.833469,100000
(S4; S8),2.22087,2.22123,164467,4.44791,2.16488,2.28302,0.920683,100000
(S5; S6),2.51295,2.51185,210316,4.80853,2.59711,2.21142,1.3231,100000
(S5; S7),2.35237,2.35213,184420,9.23767,4.59856,4.63911,1.81426,100000
(S5; S8),2.22906,2.22862,165562,10.2596,1.84637,8.41328,2.70413,100000
(S6; S7),2.51458,2.51446,210752,3.78116,2.65067,1.13049,0.73308,100000
(S6; S8),2.38317,2.38283,189266,4.08106,0.9216,3.15946,1.56645,100000
(S7; S8),2.76313,2.76365,254594,3.45031,1.61042,1.83989,1.327,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44826,2.44779,199726,2.92627,1.72469,1.20158,0.739212,100000
(S1; S3),2.19201,2.19189,160149,8.48868,1.19251,7.29616,1.62805,100000
(S1; S4),2.25701,2.25724,169840,4.01397,1.69743,2.31654,0.943183,100000
(S1; S5),2.08302,2.08233,144542,4.86504,1.55721,3.30783,1.78401,100000
(S1; S6),2.22842,2.22789,165451,3.03985,0.591501,2.44834,0.986268,100000
(S1; S7),2.25739,2.25734,169856,2.01184,0.860333,1.15151,0.272098,100000
(S1; S8),2.13575,2.13528,151984,2.57527,0.712426,1.86285,-0.0209432,100000
(S2; S3),2.34423,2.3444,183211,3.65094,1.98604,1.66491,1.05357,100000
(S2; S4),2.41448,2.41503,194415,3.03229,2.79728,0.235014,-0.0104231,100000
(S2; S5),2.22748,2.22702,165323,5.08713,1.1441,3.94303,0.346687,100000
(S2; S6),2.3836,2.38333,189344,3.92086,2.0873,1.83356,-0.294397,100000
(S2; S7),2.40956,2.40981,193575,3.79069,0.960253,2.83044,-0.55168,100000
(S2; S8),2.28044,2.28023,173320,6.39952,2.24025,4.15927,-0.324833,100000
(S3; S4),2.48365,2.48456,205769,3.08658,0.409585,2.677,-1.04786,100000
(S3; S5),2.10655,2.10641,147901,4.89598,3.93466,0.961324,0.371847,100000
(S3; S6),2.25585,2.25591,169640,4.86024,2.92144,1.93879,-1.17034,100000
(S3; S7),2.27804,2.27859,173070,6.17015,0.450781,5.71937,-1.89607,100000
(S3; S8),2.15542,2.15552,154878,6.90114,2.8502,4.05094,-1.75758,100000
(S4; S5),2.16712,2.16732,156578,5.14733,4.37821,0.769111,0.784657,100000
(S4; S6),2.32064,2.32105,179579,4.54794,2.98471,1.56322,-0.264907,100000
(S4; S7),2.34458,2.34551,183383,2.26711,0.438296,1.82882,-0.488775,100000
(S4; S8),2.2212,2.22165,164527,6.16997,2.7742,3.39577,-1.12273,100000
(S5; S6),2.52013,2.51949,211595,2.77159,1.5608,1.21079,-0.20483,100000
(S5; S7),2.34855,2.34847,183846,4.05475,2.97838,1.07637,-0.33762,100000
(S5; S8),2.22434,2.22382,164849,3.91946,1.18579,2.73367,-0.572506,100000
(S6; S7),2.51674,2.51687,211158,4.11873,2.30207,1.81666,-0.0538266,100000
(S6; S8),2.38266,2.38232,189183,1.87025,0.0357711,1.83448,-0.748796,100000
(S7; S8),2.76427,2.76448,254747,6.85342,5.41896,1.43446,-0.159597,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.43891,2.43959,198390,2.97234,0.781378,2.19096,-1.32787,100000
(S1; S3),2.1867,2.18596,159283,4.04045,1.69721,2.34324,-0.528979,100000
(S1; S4),2.24482,2.2441,167868,5.15397,1.90464,3.24933,-0.141043,100000
(S1; S5),2.06068,2.06036,141508,4.79364,2.35517,2.43847,-0.84816,100000
(S1; S6),2.2081,2.20875,162624,4.84496,0.914226,3.93073,-1.53659,100000
(S1; S7),2.24008,2.2406,167346,4.10414,0.346702,3.75743,-1.82227,100000
(S1; S8),2.1206,2.12181,150072,3.29555,0.888394,2.40716,-1.49685,100000
(S2; S3),2.34702,2.34644,183530,5.67661,4.3432,1.3334,0.0530472,100000
(S2; S4),2.40973,2.40917,193473,7.78515,2.29625,5.4889,0.180859,100000
(S2; S5),2.21006,2.20992,162796,9.61372,5.77262,3.8411,-1.35525,100000
(S2; S6),2.3698,2.37072,187346,5.21274,3.37006,1.84268,-1.33493,100000
(S2; S7),2.40476,2.40554,192890,2.31892,0.862106,1.45681,-0.942114,100000
(S2; S8),2.27906,2.28057,173369,2.38581,1.71154,0.674266,-0.5047,100000
(S3; S4),2.47723,2.47512,204211,3.52812,2.92939,0.598723,-0.653995,100000
(S3; S5),2.09273,2.0913,145787,1.4666,0.900595,0.566003,-0.278426,100000
(S3; S6),2.24364,2.24312,167723,4.26974,2.27738,1.99236,-0.755524,100000
(S3; S7),2.27976,2.27908,173144,4.82865,2.46602,2.36263,-1.40237,100000
(S3; S8),2.15788,2.15797,155232,6.49506,3.93271,2.56235,-1.44898,100000
(S4; S5),2.1514,2.14997,154084,5.9003,4.85097,1.04934,-0.247458,100000
(S4; S6),2.30659,2.3061,177274,7.90425,5.24828,2.65597,-0.419347,100000
(S4; S7),2.34006,2.33941,182431,3.94387,2.67383,1.27004,-0.440268,100000
(S4; S8),2.21798,2.21812,164006,7.24665,5.1486,2.09805,-0.579122,100000
(S5; S6),2.50599,2.50587,209316,8.55843,2.13393,6.42449,-0.506456,100000
(S5; S7),2.33875,2.3385,182292,6.85462,4.57985,2.27477,-0.502606,100000
(S5; S8),2.21326,2.21376,163365,6.1135,4.46261,1.6509,-0.428581,100000
(S6; S7),2.50534,2.50619,209370,4.3617,2.70539,1.65631,0.583706,100000
(S6; S8),2.37508,2.37669,188291,3.27981,1.62035,1.65946,0.544115,100000
(S7; S8),2.76656,2.76826,255444,3.22342,2.39435,0.829066,0.813797,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45411,2.45391,200724,3.32131,1.30344,2.01787,-1.3908,100000
(S1; S3),2.20765,2.20772,162474,3.5342,0.787628,2.74658,-1.19723,100000
(S1; S4),2.26037,2.2607,170366,11.2573,8.56705,2.69028,-0.276815,100000
(S1; S5),2.0874,2.08726,145224,4.8799,3.95892,0.920975,-0.67404,100000
(S1; S6),2.23533,2.23552,166589,5.32308,2.63989,2.68319,-1.48504,100000
(S1; S7),2.2622,2.26224,170596,4.36861,2.13932,2.22929,1.19341,100000
(S1; S8),2.14474,2.14467,153324,4.44261,2.37402,2.0686,0.410009,100000
(S2; S3),2.35536,2.35514,184894,7.45436,1.45995,5.9944,-0.364948,100000
(S2; S4),2.4148,2.41487,194393,14.8828,12.5412,2.34168,0.803528,100000
(S2; S5),2.22931,2.22889,165603,9.80011,7.25873,2.54138,1.34499,100000
(S2; S6),2.38448,2.38441,189518,7.21042,1.4276,5.78281,-0.608948,100000
(S2; S7),2.41396,2.41372,194205,5.6922,2.41353,3.27867,1.30607,100000
(S2; S8),2.28667,2.28633,174248,3.41771,1.81831,1.5994,1.19134,100000
(S3; S4),2.48389,2.48423,205719,14.9375,6.30171,8.63582,1.80224,100000
(S3; S5),2.1177,2.11754,149470,6.62523,2.40987,4.21537,0.406112,100000
(S3; S6),2.26038,2.26056,170339,2.89652,1.32723,1.56928,-0.368578,100000
(S3; S7),2.29089,2.29091,174946,3.64174,0.331199,3.31054,0.639878,100000
(S3; S8),2.16906,2.16897,156820,5.64589,0.658447,4.98745,0.500644,100000
(S4; S5),2.17004,2.17012,156984,3.12671,1.85654,1.27016,-0.486935,100000
(S4; S6),2.32069,2.32116,179599,12.7537,7.32924,5.42448,-1.37793,100000
(S4; S7),2.3498,2.35011,184104,3.99085,3.73119,0.259662,0.0322322,100000
(S4; S8),2.22659,2.22678,165290,5.27352,3.94132,1.33219,-0.512663,100000
(S5; S6),2.5149,2.51486,210824,12.2139,11.1938,1.02007,-0.979984,100000
(S5; S7),2.3508,2.3506,184181,6.29918,3.63991,2.65927,0.822008,100000
(S5; S8),2.22655,2.22626,165213,6.99725,4.36651,2.63074,0.316386,100000
(S6; S7),2.51585,2.51603,211018,8.10078,1.33105,6.76973,1.89438,100000
(S6; S8),2.38092,2.38097,188973,4.30222,0.563372,3.73885,0.567393,100000
(S7; S8),2.75904,2.75892,253723,2.43024,0.497312,1.93293,-0.984086,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45704,2.45681,201199,2.46921,2.18101,0.2882,-0.327505,100000
(S1; S3),2.20658,2.20601,162220,3.02919,1.85659,1.17259,0.912519,100000
(S1; S4),2.26691,2.26651,171238,5.93167,0.783283,5.14839,1.77237,100000
(S1; S5),2.08756,2.08741,145245,3.20493,0.772626,2.4323,0.849477,100000
(S1; S6),2.22997,2.22986,165745,3.09336,1.05635,2.03701,1.24863,100000
(S1; S7),2.26254,2.2625,170634,4.18685,2.41854,1.76831,0.398458,100000
(S1; S8),2.14734,2.14718,153685,6.48954,2.06951,4.42004,0.991918,100000
(S2; S3),2.36176,2.36152,185896,5.39696,3.03257,2.36439,0.933414,100000
(S2; S4),2.42332,2.42328,195745,6.70234,1.48939,5.21295,1.80021,100000
(S2; S5),2.23517,2.23536,166565,3.5916,0.65711,2.93449,1.53299,100000
(S2; S6),2.38772,2.38798,190084,5.32183,1.00755,4.31428,1.95962,100000
(S2; S7),2.42151,2.42185,195514,3.38803,0.603918,2.78411,1.10665,100000
(S2; S8),2.29659,2.29677,175843,4.15485,0.398176,3.75668,1.54348,100000
(S3; S4),2.49292,2.49244,207078,2.28688,0.828244,1.45864,1.07713,100000
(S3; S5),2.11807,2.11789,149519,2.36137,1.83401,0.52736,0.664041,100000
(S3; S6),2.26435,2.26421,170892,5.32802,2.72236,2.60566,0.863524,100000
(S3; S7),2.29782,2.29774,175992,3.94235,2.37831,1.56404,0.98579,100000
(S3; S8),2.17722,2.17702,157986,3.08832,1.55118,1.53714,1.19754,100000
(S4; S5),2.17065,2.17065,157060,2.21583,0.489932,1.7259,0.229305,100000
(S4; S6),2.32145,2.32149,179649,1.97172,0.899721,1.072,-0.119842,100000
(S4; S7),2.35331,2.35344,184625,1.65591,1.13466,0.521252,-0.00500504,100000
(S4; S8),2.23095,2.23093,165905,1.53278,0.904134,0.628646,0.058636,100000
(S5; S6),2.52673,2.52704,212866,0.694202,0.0520494,0.642153,-0.628119,100000
(S5; S7),2.35244,2.35281,184527,1.36828,0.629766,0.738519,-0.649371,100000
(S5; S8),2.23513,2.23535,166566,1.44214,0.941123,0.501016,-0.137181,100000
(S6; S7),2.51436,2.51482,210812,2.44586,1.07397,1.37189,0.604893,100000
(S6; S8),2.38685,2.38714,189950,3.74103,1.52735,2.21368,0.619933,100000
(S7; S8),2.76709,2.76752,255306,1.8768,0.622007,1.25479,0.224533,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45104,2.45207,200424,4.98772,2.31918,2.66854,-0.122814,100000
(S1; S3),2.20477,2.20533,162120,5.97847,4.73501,1.24346,0.587012,100000
(S1; S4),2.26199,2.26272,170666,4.60445,3.32399,1.28045,0.362372,100000
(S1; S5),2.09481,2.0955,146374,4.17736,3.91188,0.265484,0.309853,100000
(S1; S6),2.23731,2.238,166957,7.36771,5.2451,2.12261,0.955053,100000
(S1; S7),2.26666,2.26687,171297,17.8621,10.3971,7.46505,0.731458,100000
(S1; S8),2.14974,2.15008,154102,15.8459,7.14317,8.7027,1.71411,100000
(S2; S3),2.35712,2.35724,185221,4.58666,1.61391,2.97275,1.22296,100000
(S2; S4),2.41615,2.41644,194642,4.07209,0.800948,3.27115,0.615162,100000
(S2; S5),2.23926,2.23953,167187,3.46598,2.59423,0.87175,0.299991,100000
(S2; S6),2.3926,2.39283,190859,10.348,4.60677,5.74122,2.28213,100000
(S2; S7),2.41918,2.4189,195040,13.6936,6.03187,7.66168,0.561414,100000
(S2; S8),2.29709,2.29698,175874,9.55944,3.81122,5.74822,1.35699,100000
(S3; S4),2.48222,2.48211,205364,4.89389,1.52081,3.37308,-0.169696,100000
(S3; S5),2.1241,2.12402,150387,4.27718,3.04057,1.2366,-0.858403,100000
(S3; S6),2.27006,2.2699,171751,5.23093,2.61886,2.61207,-0.0822941,100000
(S3; S7),2.29245,2.2918,175084,6.23032,2.34174,3.88858,0.443303,100000
(S3; S8),2.17833,2.17787,158107,5.45388,1.89829,3.55559,1.09602,100000
(S4; S5),2.17617,2.17623,157871,4.41666,0.8803,3.53636,-0.0806328,100000
(S4; S6),2.32617,2.32617,180373,14.6339,2.29558,12.3383,1.28138,100000
(S4; S7),2.35053,2.35003,184093,13.5681,2.39255,11.1756,0.446827,100000
(S4; S8),2.23385,2.23353,166294,9.33302,1.22974,8.10328,1.05311,100000
(S5; S6),2.52807,2.52808,213041,4.76365,2.99688,1.76677,0.994874,100000
(S5; S7),2.36447,2.36398,186283,5.29187,2.90931,2.38256,0.222474,100000
(S5; S8),2.2448,2.24449,167926,2.96196,1.26641,1.69555,0.384479,100000
(S6; S7),2.5262,2.5256,212625,9.79981,4.12959,5.67023,-1.04109,100000
(S6; S8),2.398,2.39759,191617,3.81896,2.37101,1.44795,-0.987652,100000
(S7; S8),2.76943,2.76837,255463,3.2659,0.617872,2.64802,1.18232,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44949,2.44965,200031,4.10412,2.16314,1.94098,-0.824085,100000
(S1; S3),2.20094,2.20039,161394,4.2431,1.23628,3.00681,-0.720763,100000
(S1; S4),2.26678,2.26668,171265,2.342,1.86613,0.475871,-0.538373,100000
(S1; S5),2.08941,2.0892,145501,9.27378,7.65149,1.62229,0.521321,100000
(S1; S6),2.23254,2.23253,166150,9.13389,7.16504,1.96885,0.088895,100000
(S1; S7),2.26368,2.26343,170782,6.86844,5.48572,1.38272,0.249551,100000
(S1; S8),2.14687,2.14649,153592,4.34283,4.30462,0.0382136,-0.110996,100000
(S2; S3),2.3495,2.34955,184015,4.39302,2.67274,1.72029,-0.255524,100000
(S2; S4),2.42037,2.42093,195365,2.04975,1.11573,0.93402,0.0486753,100000
(S2; S5),2.23285,2.23324,166251,9.70456,7.13255,2.57201,1.20682,100000
(S2; S6),2.3836,2.38423,189490,5.96816,5.3946,0.573563,0.657177,100000
(S2; S7),2.42141,2.42181,195511,8.04176,5.21798,2.82378,1.00292,100000
(S2; S8),2.29559,2.29582,175698,8.26454,4.47876,3.78578,0.893304,100000
